DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Geografia	8° ANO	Conexões e escalas	Identidades e interculturalidades regionais na Europa, Ásia e Oceania	(EF08GE08) Analisar características de países e grupos de países europeus, asiáticos e da Oceania em seus aspectos populacionais, urbanos, políticos e econômicos, e discutir suas desigualdades sociais e econômicas e pressões sobre seus ambientes físico-naturais.	X	X			Identificar padrões nas características e desigualdades sociais e econômicas dos países. : Dividir a análise em aspectos populacionais, urbanos, políticos e econômicos para uma compreensão detalhada.
Geografia	8° ANO	Conexões e escalas	Identidades e interculturalidades regionais na Europa, Ásia e Oceania	(EF08GE09) Identificar diferentes manifestações culturais de minorias étnicas, como forma de compreender a multiplicidade cultural na escala mundial, defendendo o princípio do respeito às diferenças.		X	X		Identificar padrões nas manifestações culturais de minorias étnicas. Generalizar as manifestações culturais para compreender a multiplicidade cultural global.
Geografia	8° ANO	Mundo do trabalho	Transformações do espaço na sociedade urbano-industrial	(EF08GE10) Analisar os impactos do processo de industrialização na produção e circulação de povos, produtos e culturas. 		X	X		Identificar padrões nos impactos da industrialização sobre a produção e circulação. Generalizar os impactos da industrialização para compreender suas consequências em diferentes aspectos.
Geografia	8° ANO	Mundo do trabalho	Cadeias industriais e inovação no uso dos recursos naturais e matérias-primas	(EF08GE11) Relacionar as mudanças técnicas e científicas decorrentes do processo de industrialização com as transformações no trabalho em diferentes regiões do mundo. 	X	X			Identificar padrões nas mudanças técnicas e científicas e suas transformações no trabalho. Dividir a análise em mudanças técnicas e científicas para entender seu impacto no trabalho.
Geografia	8° ANO	Mundo do trabalho	Cadeias industriais e inovação no uso dos recursos naturais e matérias-primas	(EF08GE12) Analisar a importância da produção agropecuária na sociedade urbano-industrial frente ao problema da desigualdade mundial de acesso aos recursos alimentares e de matéria-prima.		X	X		Identificar padrões na importância da produção agropecuária e na desigualdade de acesso a recursos. Generalizar a importância da produção agropecuária e as desigualdades associadas.
Geografia	8° ANO	Formas de representação e pensamento espacial	Leitura e elaboração de mapas temáticos	(EF08GE13) Analisar os impactos socioeconômicos da adoção de elementos como a hora fracionada, o horário de verão e a linha internacional de mudança de data, considerando informações do sistema internacional de fusos horários. 	X	X			Identificar padrões nos impactos socioeconômicos relacionados aos fusos horários e mudanças temporais. Dividir a análise em aspectos como hora fracionada, horário de verão e linha internacional de mudança de data.
Geografia	8° ANO	Formas de representação e pensamento espacial	Leitura e elaboração de mapas temáticos	(EF08GE14) Elaborar e interpretar gráficos de barras e de setores, além de mapas esquemáticos (croquis) e anamorfoses geográficas, para analisar, sintetizar e apresentar dados e informações sobre diversidade, diferenças e desigualdades sociopolíticas mundiais.		X		X	Utilizar métodos para elaborar e interpretar gráficos e mapas temáticos. Identificar padrões e desigualdades sociopolíticas nos dados apresentados.
Geografia	8° ANO	Natureza, ambientes e qualidade de vida	Diversidade ambiental e as transformações na Europa, Ásia e Oceania	(EF08GE15) Identificar e comparar diferentes domínios morfoclimáticos da Europa, Ásia e Oceania.	X	X			Identificar padrões e diferenças entre domínios morfoclimáticos. Dividir a análise dos domínios morfoclimáticos em aspectos distintos para comparação.
Geografia	8° ANO	Natureza, ambientes e qualidade de vida	Diversidade ambiental e as transformações na Europa, Ásia e Oceania	(EF08GE16) Explicar as características físico-naturais e a forma de ocupação e usos da terra em diferentes regiões da Europa, Ásia e Oceania.		X	X		Generalizar as características físico-naturais e os usos da terra em diferentes regiões. Identificar padrões nas características físico-naturais e formas de ocupação.
Geografia	8° ANO	Natureza, ambientes e qualidade de vida	Diversidade ambiental e as transformações na Europa, Ásia e Oceania	(EF08GE17) Identificar e analisar as consequências dos usos de recursos naturais e das diferentes fontes de energia, tais como termoelétrica, hidrelétricas e nucleares, em diferentes países.	X	X			Identificar padrões nas consequências dos diferentes usos de recursos naturais e fontes de energia. Dividir a análise em tipos de fontes de energia e seus impactos para uma compreensão detalhada.
Geografia	9° ANO	O sujeito e seu lugar no mundo	Integração mundial e suas interpretações: globalização e mundialização	(EF09GE01) Analisar fatos e situações para compreender a integração mundial (econômica, política e cultural), comparando as diferentes interpretações: globalização e mundialização. 		X	X		Identificar padrões na integração mundial e nas diferentes interpretações de globalização e mundialização. Generalizar conceitos de integração mundial e suas variações.
Geografia	9° ANO	O sujeito e seu lugar no mundo	Integração mundial e suas interpretações: globalização e mundialização	(EF09GE02) Analisar de que forma a hegemonia estadunidense é exercida em diferentes regiões do planeta, notadamente em situações de conflito, Intervenções militares e/ou influência cultural na América Latina e África.	X	X			Identificar padrões de hegemonia e influência estadunidense em diferentes contextos regionais. Dividir a análise em aspectos de conflitos, intervenções e influência cultural.
Geografia	9° ANO	Conexões e escalas	Corporações e organismos internacionais	(EF09GE03) Aplicar os conceitos de Estado, nação, território, governo e país, para o entendimento de conflitos e tensões na contemporaneidade, com destaque para as situações geopolíticas na América, África e Oriente Médio e suas múltiplas regionalizações a partir do pós-guerra		X	X		Generalizar conceitos de Estado e nação para compreender conflitos e tensões. Identificar padrões geopolíticos e regionalizações pós-guerra.
Geografia	9° ANO	Conexões e escalas	Corporações e organismos internacionais	(EF09GE04) Analisar a atuação das corporações internacionais e das organizações econômicas mundiais no processo de globalização/mundialização.	X	X			Identificar padrões na atuação de corporações e organizações na globalização. Dividir a análise em atuação de corporações e organizações para compreensão detalhada.
Geografia	9° ANO	Conexões e escalas	Corporações e organismos internacionais	(EF09GE05) Analisar a atuação das organizações mundiais nos processos de integração cultural e econômica, nos contextos americano e africano, reconhecendo, em seus lugares de vivência, marcas desses processos.		X	X		Identificar padrões na integração cultural e econômica promovida por organizações mundiais. Generalizar como essas organizações influenciam a integração cultural e econômica em diferentes contextos.
Geografia	9° ANO	Conexões e escalas	Corporações e organismos internacionais	(EF09GE06) Analisar os impactos geoeconômicos, geoestratégicos e geopolíticos da ascensão da China no cenário internacional sobre a posição de liderança global exercida pelos Estados Unidos da América.		X	X		Identificar padrões nos impactos da ascensão da China sobre a liderança global dos EUA. Generalizar os impactos geoeconômicos e geopolíticos da ascensão da China.
Geografia	9° ANO	Conexões e escalas	Brasil na ordem econômica mundial 	(EF09GE07) Analisar a situação do Brasil e de outros países da América Latina e da África, assim como das potências stadunidense, russa e chinesa na ordem mundial do pós-guerra.	X	X			Identificar padrões na posição e situação de diferentes países na ordem mundial pós-guerra. Dividir a análise em situações do Brasil, América Latina, África e potências globais.
Geografia	9° ANO	Conexões e escalas	Brasil na ordem econômica mundial 	(EF09GE08) Analisar os padrões econômicos mundiais de produção, distribuição e intercâmbios dos produtos agrícolas e industrializados, tendo como referência os Estados Unidos da América e os países denominados de Brics (Brasil, Rússia, Índia, China e África do Sul).		X	X		Identificar padrões nos padrões econômicos globais e nos intercâmbios de produtos. Generalizar os padrões econômicos de produção e distribuição.
Geografia	9° ANO	Conexões e escalas	Brasil na ordem econômica mundial 	(EF09GE09) Distinguir e analisar conflitos e ações dos movimentos sociais brasileiros, no campo e na cidade, considerando o impacto da globalização/mundialização.	X	X			"Identificar padrões em conflitos e ações dos movimentos sociais e seus impactos. Dividir a análise entre campo e cidade para compreensão detalhada.
"
Geografia	9° ANO	Mundo do trabalho	Os diferentes contextos geográficos regionais 	(EF09GE10) Analisar a influência do desenvolvimento científico e tecnológico na caracterização econômica do espaço mundial.		X	X		Identificar padrões na influência do desenvolvimento científico e tecnológico na economia global. Generalizar como o desenvolvimento científico e tecnológico afeta a economia mundial.
Geografia	9° ANO	Mundo do trabalho	Os diferentes contextos geográficos regionais 	(EF09GE11) Relacionar o processo de urbanização às transformações da produção agropecuária, à expansão do desemprego estrutural e ao papel crescente do capital financeiro em diferentes países.	X	X			Identificar padrões na relação entre urbanização e transformações econômicas. Dividir a análise entre urbanização, produção agropecuária, desemprego e capital financeiro.
Geografia	9° ANO	Mundo do trabalho	Os diferentes contextos geográficos regionais 	(EF09GE12) Explicar o processo de formação dos recursos minerais e a consequência de sua utilização na indústria, bem como as condições de trabalho na América e África, comparando a situação do Brasil com a de outros países dos dois continentes.	X	X			Identificar padrões na formação e uso de recursos minerais e suas consequências. Dividir a análise em formação de recursos, uso industrial e condições de trabalho.
Geografia	9° ANO	Mundo do trabalho	Os diferentes contextos geográficos regionais 	(EF09GE13) Analisar os processos de desconcentração, descentralização e Recentralização das atividades econômicas a partir do capital estadunidense e chinês em diferentes regiões no mundo, com destaque para o Brasil.	X	X			"Identificar padrões nos processos econômicos relacionados ao capital estadunidense e chinês. Dividir a análise entre desconcentração, descentralização e recentralização.
"
Geografia	9° ANO	Formas de representação e pensamento espacial	Cartografia: anamorfose, croquis e mapas temáticos da América e África	(EF09GE14) Interpretar cartogramas, mapas esquemáticos (croquis) e anamorfoses geográficas com informações geográficas acerca da África e América.		X		X	Utilizar métodos para interpretar cartogramas e mapas temáticos. Identificar padrões em dados geográficos representados em diferentes tipos de mapas.
Geografia	9° ANO	Formas de representação e pensamento espacial	Cartografia: anamorfose, croquis e mapas temáticos da América e África	(EF09GE15) Comparar e classificar diferentes regiões do mundo com base em informações populacionais e socioambientais representadas em mapas temáticos em diferentes projeções cartográficas. 		X		X	Utilizar métodos para comparar e classificar regiões com base em dados representados em mapas. Identificar padrões e diferenças entre regiões do mundo.
Geografia	9° ANO	Natureza, ambientes e qualidade de vida	Impacto ambiental nos Estados Unidos da América, Brasil, África e América espanhola	(EF09GE16) Analisar Características de países e grupos de países da América e África no que se refere aos aspectos populacionais, urbanos, políticos e econômicos, e discutir as desigualdades sociais e econômicas e as pressões sobre a natureza e suas riquezas (sua apropriação e valoração na produção e circulação), o que resulta na espoliação desses povos.	X	X			Identificar padrões nas características dos países e desigualdades sociais e econômicas. Dividir a análise em aspectos populacionais, urbanos, políticos e econômicos.
Geografia	9° ANO	Natureza, ambientes e qualidade de vida	Impacto ambiental nos Estados Unidos da América, Brasil, África e América espanhola	(EF09GE17) Analisar o papel ambiental e territorial da Antártica no contexto geopolítico, sua relevância para os países da América do Sul e seu valor como área destinada à pesquisa e à compreensão do ambiente global.		X	X		Identificar padrões no papel ambiental e territorial da Antártica. Generalizar a relevância e o valor da Antártica para o contexto geopolítico e global.
Historia	6° ANO	História: tempo, espaço e formas de registros	A questão do tempo, sincronias e diacronias: reflexões sobre o sentido das cronologias	(EF06HI01) Identificar diferentes formas de compreensão da noção de tempo e de periodização dos processos históricos (continuidades e rupturas).		X			Essa competência envolve perceber padrões nas continuidades e rupturas dos processos históricos, permitindo uma melhor organização das informações ao longo do tempo.
Historia	6° ANO	História: tempo, espaço e formas de registros	Formas de registro da história e da produção do conhecimento histórico	(EF06HI02) Identificar a gênese da produção do saber histórico e analisar o significado das fontes que originaram determinadas formas de registro em sociedades e épocas distintas.		X	X		Essa habilidade exige reconhecer padrões e analisar a forma como diferentes sociedades registraram suas histórias.
Historia	6° ANO	História: tempo, espaço e formas de registros	As origens da humanidade, seus deslocamentos e os processos de sedentarização	(EF06HI03) Identificar as hipóteses científicas sobre o surgimento da espécie humana e sua historicidade e analisar os significados dos mitos de fundação.	X	X	X		Essa competência requer decompor teorias complexas sobre a origem da humanidade e do povoamento das Américas, facilitando a análise detalhada dos diferentes componentes dessas teorias.  Além disso, é essencial para identificar semelhanças e diferenças entre as hipóteses científicas e mitos de fundação, e abstrair esses padrões para discutir os mitos de fundação e os conceitos de Antiguidade Clássica, simplificando conceitos complexos para um entendimento mais amplo.
				(EF06HI04) Conhecer as teorias sobre a origem do homem americano.					
				(EF06HI05) Descrever modificações da natureza e da paisagem realizadas por diferentes tipos de sociedade, com destaque para os povos indígenas originários e povos africanos, e discutir a natureza e a lógica das transformações ocorridas.					
				(EF06HI06) Identificar geograficamente as rotas de povoamento no território americano.					
Historia	6° ANO	A invenção do mundo clássico e o contraponto com outras sociedades  	"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos)
Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais"	(EF06HI07) Identificar aspectos e formas de registro das sociedades antigas na África, no Oriente Médio e nas Américas, distinguindo alguns significados presentes na cultura material e na tradição oral dessas sociedades.	X	X	X		Essas competências envolvem a decomposição dos registros culturais e territoriais das sociedades antigas, permitindo que os alunos analisem separadamente os diferentes aspectos dessas civilizações. O reconhecimento de padrões para identificar as semelhanças e diferenças entre as contribuições culturais, científicas e sociais dos astecas, maias, incas e povos indígenas brasileiros. Além disso, a abstração auxilia os estudantes a entenderem os significados profundos presentes na cultura material e tradição oral dessas sociedades, focando nos elementos mais significativos para a compreensão histórica.
				(EF06HI08) Identificar os espaços territoriais ocupados e os aportes culturais, científicos, sociais e econômicos dos astecas, maias e incas e dos povos indígenas de diversas regiões brasileiras.					
Historia	6° ANO	A invenção do mundo clássico e o contraponto com outras sociedades  	O Ocidente Clássico: aspectos da cultura na Grécia e em Roma 	(EF06HI09) Discutir o conceito de Antiguidade Clássica, seu alcance e limite na tradição ocidental, assim como os impactos sobre outras sociedades e culturas.			X		Identificar e analisar os elementos mais relevantes da tradição ocidental, abstraindo os detalhes menos significativos, para entender como a Antiguidade Clássica influenciou outras sociedades e culturas.
Historia	6° ANO	Lógicas de organização política	"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política

As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias"	(EF06HI10) Explicar a formação da Grécia Antiga, com ênfase na formação da pólis e nas transformações políticas, sociais e culturais.	X	X	X		Nessa competência, os alunos devem decompor os processos históricos, identificando e analisando as fases distintas da formação das pólis gregas e das configurações sociais e políticas de Roma. Reconhecendo padrões nos sistemas políticos, sociais e culturais dessas civilizações, eles serão capazes de abstrair conceitos complexos, como cidadania e império, e entender como essas estruturas influenciaram as dinâmicas de inclusão e exclusão, bem como o equilíbrio e desequilíbrio entre as partes envolvidas.
				(EF06HI11) Caracterizar o processo de formação da Roma Antiga e suas configurações sociais e políticas nos períodos monárquico e republicano.					
				(EF06HI12) Associar o conceito de cidadania a dinâmicas de inclusão e exclusão na Grécia e Roma antigas.					
				(EF06HI13) Conceituar “império” no mundo antigo, com vistas à análise das diferentes formas de equilíbrio e desequilíbrio entre as partes envolvidas.					
Historia	6° ANO	Lógicas de organização política	"A passagem do mundo antigo para o mundo medieval
A fragmentação do poder político na Idade Média "	(EF06HI14) Identificar e analisar diferentes formas de contato, adaptação ou exclusão entre populações em diferentes tempos e espaços.		X	X		Essa competência requer reconhecer padrões de interação e adaptação e abstrair esses padrões para entender as dinâmicas de inclusão e exclusão em diferentes contextos.
Historia	6° ANO	Lógicas de organização política	O Mediterrâneo como espaço de interação entre as sociedades da Europa, da África e do Oriente Médio	(EF06HI15) Descrever as dinâmicas de circulação de pessoas, produtos e culturas no Mediterrâneo e seu significado.	X		X		Essa competência envolve decompor as interações em suas partes constituintes e abstrair o significado dessas dinâmicas para entender as interações culturais e comerciais.
Historia	6° ANO	Trabalho e formas de organização social e cultural	"Senhores e servos no mundo antigo e no medieval

Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África)

Lógicas comerciais na Antiguidade romana e no mundo medieval"	(EF06HI16) Caracterizar e comparar as dinâmicas de abastecimento e as formas de organização do trabalho e da vida social em diferentes sociedades e períodos, com destaque para as relações entre senhores e servos.	X	X			Caracterizar dinâmicas de abastecimento envolve decompor as relações entre senhores e servos em diferentes contextos históricos. Reconhecer padrões nessas relações ajuda a entender a organização do trabalho e vida social.
				(EF06HI17) Diferenciar escravidão, servidão e trabalho livre no mundo antigo.					
Historia	6° ANO	Trabalho e formas de organização social e cultural	O papel da religião cristã, dos mosteiros e da cultura na Idade Média	(EF06HI18) Analisar o papel da religião cristã na cultura e nos modos de organização social no período medieval.			X		Analisar o papel da religião cristã na Idade Média envolve abstrair os princípios que influenciaram a cultura e organização social.
Historia	6° ANO	Trabalho e formas de organização social e cultural	O papel da mulher na Grécia e em Roma, e no período medieval	(EF06HI19) Descrever e analisar os diferentes papéis sociais das mulheres no mundo antigo e nas sociedades medievais.	X		X		Para entender os diferentes papéis desempenhados por mulheres em contextos históricos variados, é necessário decompor esses papéis em suas funções sociais, políticas e culturais específicas, e abstrair as principais características e variações ao longo do tempo. Esse processo permite uma análise crítica das estruturas sociais e das mudanças nas percepções e responsabilidades das mulheres nessas eras.
Historia	7° ANO	O mundo moderno e a conexão entre sociedades africanas, americanas e europeias	A construção da ideia de modernidade e seus impactos na concepção de História 	(EF07HI01) Explicar o significado de “modernidade” e suas lógicas de inclusão e exclusão, com base em uma concepção europeia.	X	X			Explicar a modernidade requer decompor suas lógicas de inclusão e exclusão, e identificar padrões nessas lógicas para entender como a modernidade se desenvolveu e impactou diferentes grupos.
Historia	7° ANO	O mundo moderno e a conexão entre sociedades africanas, americanas e europeias	A ideia de “Novo Mundo” frente ao Mundo Antigo: permanências e rupturas de saberes e práticas na emergência do mundo moderno	(EF07HI02) Identificar conexões e interações entre as sociedades do Novo Mundo, da Europa, da África e da Ásia no contexto das navegações e indicar a complexidade e as interações que ocorrem nos Oceanos Atlântico, Índico e Pacífico.		X			Identificar conexões entre sociedades envolve reconhecer padrões nas interações comerciais e culturais.
Historia	7° ANO	O mundo moderno e a conexão entre sociedades africanas, americanas e europeias	Saberes dos povos africanos e pré-colombianos expressos na cultura material e imaterial	(EF07HI03) Identificar aspectos e processos específicos das sociedades africanas e americanas antes da chegada dos europeus, com destaque para as formas de organização social e o desenvolvimento de saberes e técnicas.		X			Identificar aspectos específicos das sociedades pré-coloniais exige reconhecer padrões nas formas de organização social e desenvolvimento técnico.
Historia	7° ANO	Humanismos, Renascimentos e o Novo Mundo	"Humanismos: uma nova visão de ser humano e de mundo
Renascimentos artísticos e culturais"	(EF07HI04) Identificar as principais características dos Humanismos e dos Renascimentos e analisar seus significados.	X	X	X		Essa competência requer decompor movimentos dos Humanismos e Renascimentos em aspectos-chave, reconhecer padrões nessas características e abstrair esses padrões para facilitar a compreensão das influências culturais e filosóficas desses movimentos.
Historia	7° ANO	Humanismos, Renascimentos e o Novo Mundo	Reformas religiosas: a cristandade fragmentada	(EF07HI05) Identificar e relacionar as vinculações entre as reformas religiosas e os processos culturais e sociais do período moderno na Europa e na América.		X			Relacionar reformas religiosas a processos culturais e sociais envolve reconhecer padrões de influência e interação.
Historia	7° ANO	Humanismos, Renascimentos e o Novo Mundo	As descobertas científicas e a expansão marítima	(EF07HI06) Comparar as navegações no Atlântico e no Pacífico entre os séculos XIV e XVI.		X			Comparar navegações no Atlântico e no Pacífico requer reconhecer padrões nas práticas e impactos dessas explorações.
Historia	7° ANO	A organização do poder e as dinâmicas do mundo colonial americano	A formação e o funcionamento das monarquias europeias: a lógica da centralização política e os conflitos na Europa	(EF07HI07) Descrever os processos de formação e consolidação das monarquias e suas principais características com vistas à compreensão das razões da centralização política.	X		X		Descrever a formação de monarquias envolve decompor os processos de centralização política em suas características fundamentais e abstrair essas características para entender a lógica por trás da centralização nas monarquias.
Historia	7° ANO	A organização do poder e as dinâmicas do mundo colonial americano	"A conquista da América: domínios e resistências 
Império: a grande expansão das fronteiras"	(EF07HI08) Descrever as formas de organização das sociedades americanas no tempo da conquista com vistas à compreensão dos mecanismos de alianças, confrontos e resistências.	X	X	X		Essas competências envolvem decompor os mecanismos de alianças, confrontos e resistências das sociedades nativas, reconhecendo padrões de interação e resistência e abstraindo as consequências para essas populações.
				(EF07HI09) Analisar os diferentes impactos da conquista europeia da América para as populações ameríndias e identificar as formas de resistência.					
Historia	7° ANO	A organização do poder e as dinâmicas do mundo colonial americano	"A estruturação dos vice-reinos nas Américas
Resistências, invasões e expansão na América portuguesa"	(EF07HI10) Analisar, com base em documentos históricos, diferentes interpretações sobre as dinâmicas das sociedades americanas no período colonial.	X	X	X		Para essas competências, é essencial decompor os aspectos históricos e geográficos, reconhecer padrões na evolução da população e abstrair os fatores que influenciam essas dinâmicas.
				(EF07HI11) Analisar a formação histórico-geográfica do território da América portuguesa por meio de mapas históricos.					
				(EF07HI12) Identificar a distribuição territorial da população brasileira em diferentes épocas, considerando a diversidade étnico-racial e étnico-cultural (indígena, africana, europeia e asiática).					
Historia	7° ANO	Trabalho e formas de organização social e cultural	As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental	(EF07HI13) Caracterizar a ação dos europeus e suas lógicas mercantis visando ao domínio no mundo atlântico.		X	X		Nessas competências os alunos devem reconhecer padrões nos objetivos mercantis e nas interações comerciais e abstrair as implicações dessas dinâmicas para as sociedades envolvidas.
				(EF07HI14) Descrever as dinâmicas comerciais das sociedades americanas e africanas e analisar suas interações com outras sociedades do Ocidente e do Oriente.					
Historia	7° ANO	Trabalho e formas de organização social e cultural	"As lógicas internas das sociedades africanas 
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados"	(EF07HI15) Discutir o conceito de escravidão moderna e suas distinções em relação ao escravismo antigo e à servidão medieval.		X	X		Para essas competências, os alunos devem reconhecer padrões nas práticas de escravidão e abstrair as dinâmicas do comércio de escravizados, identificando os agentes e regiões envolvidos.
				(EF07HI16) Analisar os mecanismos e as dinâmicas de comércio de escravizados em suas diferentes fases, identificando os agentes responsáveis pelo tráfico e as regiões e zonas africanas de procedência dos escravizados.					
Historia	7° ANO	Trabalho e formas de organização social e cultural	A emergência do capitalismo	(EF07HI17) Discutir as razões da passagem do mercantilismo para o capitalismo.			X		Discutir a transição do mercantilismo para o capitalismo envolve abstrair os princípios econômicos e sociais que sustentaram essa mudança.
Historia	8° ANO	O mundo contemporâneo: o Antigo Regime em crise	A questão do iluminismo e da ilustração	(EF08HI01) Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo		X	X		Eles devem reconhecer padrões nas ideias iluministas e liberais e abstrair como essas ideias influenciam a configuração política e social atual.
Historia	8° ANO	O mundo contemporâneo: o Antigo Regime em crise	As revoluções inglesas e os princípios do liberalismo	(EF08HI02) Identificar as particularidades político-sociais da Inglaterra do século XVII e analisar os desdobramentos posteriores à Revolução Gloriosa.		X	X		Eles devem reconhecer padrões na evolução política inglesa e abstrair os efeitos da Revolução Gloriosa no desenvolvimento posterior da Inglaterra.
Historia	8° ANO	O mundo contemporâneo: o Antigo Regime em crise	Revolução Industrial e seus impactos na produção e circulação de povos, produtos e culturas	(EF08HI03) Analisar os impactos da Revolução Industrial na produção e circulação de povos, produtos e culturas.	X		X		Os alunos devem decompor os efeitos da Revolução Industrial em diversos aspectos sociais e econômicos e abstrair as mudanças nas práticas produtivas e culturais.
Historia	8° ANO	O mundo contemporâneo: o Antigo Regime em crise	Revolução Francesa e seus desdobramentos	(EF08HI04) Identificar e relacionar os processos da Revolução Francesa e seus desdobramentos na Europa e no mundo.	X	X			Eles devem decompor os eventos e processos da Revolução Francesa e reconhecer padrões em seus impactos sobre a Europa e o mundo.
Historia	8° ANO	O mundo contemporâneo: o Antigo Regime em crise	Rebeliões na América portuguesa: as conjurações mineira e baiana	(EF08HI05) Explicar os movimentos e as rebeliões da América portuguesa, articulando as temáticas locais e suas interfaces com processos ocorridos na Europa e nas Américas.			X		Os alunos devem abstrair as características e causas dos movimentos locais e relacioná-los com contextos mais amplos, conectando-os com os eventos europeus e americanos.
Historia	8° ANO	Os processos de independência nas Américas	"Independência dos Estados Unidos da América
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil"	(EF08HI06) Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões.	X	X	X	X	Essas competências e habilidades requerem decompor os processos de independência, identificar padrões comuns e diferenças entre os movimentos de independência, e abstrair os conceitos de Estado e nação para entender os conflitos e tensões regionais. O uso de algoritmos ajuda na análise das diversas etapas e causas desses processos históricos.
				(EF08HI07) Identificar e contextualizar as especificidades dos diversos processos de independência nas Américas, seus aspectos populacionais e suas conformações territoriais.					
				(EF08HI08) Conhecer o ideário dos líderes dos movimentos independentistas e seu papel nas revoluções que levaram à independência das colônias hispano-americanas.					
				(EF08HI09) Conhecer as características e os principais pensadores do Pan-americanismo.					
				(EF08HI10) Identificar a Revolução de São Domingo como evento singular e desdobramento da Revolução Francesa e avaliar suas implicações.					
				(EF08HI11) Identificar e explicar os protagonismos e a atuação de diferentes grupos sociais e étnicos nas lutas de independência no Brasil, na América espanhola e no Haiti.					
				(EF08HI12) Caracterizar a organização política e social no Brasil desde a chegada da Corte portuguesa, em 1808, até 1822 e seus desdobramentos para a história política brasileira.					
				(EF08HI13) Analisar o processo de independência em diferentes países latino-americanos e comparar as formas de governo neles adotadas.					
Historia	8° ANO	Os processos de independência nas Américas	A tutela da população indígena, a escravidão dos negros e a tutela dos egressos da escravidão	(EF08HI14) Discutir a noção da tutela dos grupos indígenas e a participação dos negros na sociedade brasileira do final do período colonial, identificando permanências na forma de preconceitos, estereótipos e violências sobre as populações indígenas e negras no Brasil e nas Américas.	X	X			Para esta competência, os alunos utilizam decomposição e reconhecimento de padrões ao discutir a tutela dos grupos indígenas e a participação dos negros na sociedade brasileira colonial, identificando preconceitos e estereótipos persistentes.
Historia	8° ANO	O Brasil no século XIX	"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai"	(EF08HI15) Identificar e analisar o equilíbrio das forças e os sujeitos envolvidos nas disputas políticas durante o Primeiro e o Segundo Reinado.	X		X		Essas competências envolvem decomposição e abstração ao analisar o equilíbrio das forças políticas durante o Primeiro e Segundo Reinado, as diversidades regionais nas rebeliões, as transformações territoriais e a atuação do Brasil na Guerra do Paraguai. Os alunos devem decompor os fatores políticos e regionais e abstrair suas implicações históricas e sociais.
				(EF08HI16) Identificar, comparar e analisar a diversidade política, social e regional nas rebeliões e nos movimentos contestatórios ao poder centralizado.					
				(EF08HI17) Relacionar as transformações territoriais, em razão de questões de fronteiras, com as tensões e conflitos durante o Império.					
				(EF08HI18) Identificar as questões internas e externas sobre a atuação do Brasil na Guerra do Paraguai e discutir diferentes versões sobre o conflito					
Historia	8° ANO	O Brasil no século XIX	O escravismo no Brasil do século XIX: plantations e revoltas de escravizados, abolicionismo e políticas migratórias no Brasil Imperial	(EF08HI19) Formular questionamentos sobre o legado da escravidão nas Américas, com base na seleção e consulta de fontes de diferentes naturezas.	X	X	X	X	Nessas competências os alunos devem decompor as questões do legado escravocrata, reconhecer padrões nas estruturas sociais e abstrair a importância de ações afirmativas.
				(EF08HI20) Identificar e relacionar aspectos das estruturas sociais da atualidade com os legados da escravidão no Brasil e discutir a importância de ações afirmativas.					
Historia	8° ANO	O Brasil no século XIX	Políticas de extermínio do indígena durante o Império	(EF08HI21) Identificar e analisar as políticas oficiais com relação ao indígena durante o Império.		X			Para identificar e analisar as políticas oficiais em relação aos indígenas durante o Império, os alunos devem reconhecer padrões nas políticas governamentais e suas consequências para as populações indígenas.
Historia	8° ANO	O Brasil no século XIX	A produção do imaginário nacional brasileiro: cultura popular, representações visuais, letras e o Romantismo no Brasil	(EF08HI22) Discutir o papel das culturas letradas, não letradas e das artes na produção das identidades no Brasil do século XIX.			X		Essa competência requer a abstração da influência das diferentes formas de cultura e arte na formação de identidades, para discutir sobre o papel das culturas e artes na produção das identidades no Brasil.
